crm_name,crm_address,crm_postcode,crm_city,siret_candidate,score,candidate_name,candidate_addr,candidate_city,candidate_postcode,candidate_insee,candidate_state,candidate_last_treatment_date,rank,shap
CHARCUTERIE TRAITEUR SELECTION,7 Avenue de Montmartin,69960,CORBAS,92824877200016,0.8521953821182251,FRESH AND PACK,7 AVENUE DE MONTMARTIN,CORBAS,69960,69273,OUVERT,2025-04-27 02:06:43,5,
CHRONOPOST - Agence  LYON SANTE FRESH,42 BOULEVARD DES NATIONS,69960,CORBAS,38396013502974,0.9990718364715576,CHRONOPOST,42 BOULEVARD DES NATIONS,CORBAS,69960,69273,OUVERT,2025-01-23 02:40:01,1,
CHRONOPOST - Agence  LYON SANTE FRESH,42 BOULEVARD DES NATIONS,69960,CORBAS,50921047200155,0.9961519837379456,CHRONOFRESH,42 BOULEVARD DES NATIONS,CORBAS,69960,69273,OUVERT,2024-03-30 06:45:41,2,
CHRONOPOST - Agence  LYON SANTE FRESH,42 BOULEVARD DES NATIONS,69960,CORBAS,38469201800086,0.9843829274177551,STERNE CARE,42 BOULEVARD DES NATIONS,CORBAS,69960,69273,OUVERT,2025-03-11 05:19:45,3,
CHRONOPOST - Agence  LYON SANTE FRESH,42 BOULEVARD DES NATIONS,69960,CORBAS,50921047200122,0.9776396751403809,CHRONOFRESH,6 AVENUE GABRIEL PERI,CORBAS,69960,69273,OUVERT,2024-03-30 06:45:41,4,
CHRONOPOST - Agence  LYON SANTE FRESH,42 BOULEVARD DES NATIONS,69960,CORBAS,38396013501554,0.9637089967727661,CHRONOPOST,6 AVENUE GABRIEL PERI,CORBAS,69960,69273,OUVERT,2025-01-23 02:27:39,5,
CHRONOPOST - Agence DE CORBAS,6 Avenue Gabriel Péri ,69960,CORBAS,38396013501554,0.9992033839225769,CHRONOPOST,6 AVENUE GABRIEL PERI,CORBAS,69960,69273,OUVERT,2025-01-23 02:27:39,1,
CHRONOPOST - Agence DE CORBAS,6 Avenue Gabriel Péri ,69960,CORBAS,50921047200122,0.986850380897522,CHRONOFRESH,6 AVENUE GABRIEL PERI,CORBAS,69960,69273,OUVERT,2024-03-30 06:45:41,2,
CHRONOPOST - Agence DE CORBAS,6 Avenue Gabriel Péri ,69960,CORBAS,38396013502974,0.9829077124595642,CHRONOPOST,42 BOULEVARD DES NATIONS,CORBAS,69960,69273,OUVERT,2025-01-23 02:40:01,3,
CHRONOPOST - Agence DE CORBAS,6 Avenue Gabriel Péri ,69960,CORBAS,39950664100766,0.8266111612319946,ATALIAN PROPRETE,6 AVENUE GABRIEL PERI,CORBAS,69960,69273,OUVERT,2025-02-12 02:29:39,4,
CHRONOPOST - Agence DE CORBAS,6 Avenue Gabriel Péri ,69960,CORBAS,67185001400281,0.8166030645370483,GEODIS RT CHIMIE LILLEBONNE,6 AVENUE GABRIEL PERI,CORBAS,69960,69273,FERME,2024-03-30 10:42:07,5,
CMR LOCATION,8 Avenue de l'Industrie,69960,CORBAS,49069921200026,0.999869704246521,CMR LOCATION,8 AVENUE DE L'INDUSTRIE,CORBAS,69960,69273,OUVERT,2025-02-17 02:19:07,1,
CMR LOCATION,8 Avenue de l'Industrie,69960,CORBAS,43922065800041,0.9939594268798828,T.D.E,8 AVENUE DE L'INDUSTRIE,CORBAS,69960,69273,FERME,2024-03-30 15:49:57,2,
CMR LOCATION,8 Avenue de l'Industrie,69960,CORBAS,31822472200021,0.988049328327179,LOCATION ET TRANSPORTS F. MARGIOTTA,20 AVENUE DU 24 AOUT 1944,CORBAS,69960,69273,FERME,2024-03-30 12:27:03,3,
CMR LOCATION,8 Avenue de l'Industrie,69960,CORBAS,91437134900012,0.9804334044456482,RHONE SERVICES LOCATION,8 AVENUE DE L'INDUSTRIE,CORBAS,69960,69273,FERME,2025-07-28 05:10:33,4,
CMR LOCATION,8 Avenue de l'Industrie,69960,CORBAS,80282923400029,0.9622227549552917,HOLDING S.M.C.C.,8 AVENUE DE L'INDUSTRIE,CORBAS,69960,69273,FERME,2025-10-22 15:57:09,5,
CMT,76 Rue Paul et Marc Barbezat,69150,DECINES-CHARPIEU,30742038000023,0.9998462200164795,CMT,76 RUE PAUL ET MARC BARBEZAT,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-05 02:27:38,1,
CMT,76 Rue Paul et Marc Barbezat,69150,DECINES-CHARPIEU,99181968100016,0.9987308382987976,CMT BIAX,76 RUE PAUL ET MARC BARBEZAT,DECINES-CHARPIEU,69150,69275,OUVERT,2025-10-07 05:22:40,2,
CMT,76 Rue Paul et Marc Barbezat,69150,DECINES-CHARPIEU,81918758400019,0.9982393980026245,CMT AUTOS,63 RUE PAUL ET MARC BARBEZAT,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 01:54:05,3,
CMT,76 Rue Paul et Marc Barbezat,69150,DECINES-CHARPIEU,35304274000012,0.9761316776275635,SORELI,76 RUE PAUL ET MARC BARBEZAT,DECINES-CHARPIEU,69150,69275,FERME,2025-01-22 02:56:15,4,
CMT,76 Rue Paul et Marc Barbezat,69150,DECINES-CHARPIEU,41903825200013,0.9747099280357361,GB FINANCE,76 RUE PAUL ET MARC BARBEZAT,DECINES-CHARPIEU,69150,69275,FERME,2025-01-14 02:49:59,5,
COFRULY,69 Rue Marcel Merieux,69960,CORBAS,38230906000020,0.9998241066932678,COFRULY,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2025-07-04 10:47:09,1,
COFRULY,69 Rue Marcel Merieux,69960,CORBAS,48210635800021,0.9887479543685913,PAMEX,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,FERME,2025-02-07 02:14:28,2,
COFRULY,69 Rue Marcel Merieux,69960,CORBAS,42900125800020,0.9870009422302246,BLANCHE,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,FERME,2024-03-30 03:41:38,3,
COFRULY,69 Rue Marcel Merieux,69960,CORBAS,42037022300034,0.981704592704773,COULEURS PRIMEURS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 11:45:52,4,
COFRULY,69 Rue Marcel Merieux,69960,CORBAS,79249138300016,0.9790152311325073,DU 41,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 11:11:13,5,
COMPTOIR DE L AIL,69 Rue Marcel Merieux,69960,CORBAS,40091271300023,0.9998481273651123,COMPTOIR DE L AIL,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 17:51:42,1,
COMPTOIR DE L AIL,69 Rue Marcel Merieux,69960,CORBAS,96550106700056,0.9775906801223755,CLEDOR LA PROVENCE,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-04-25 13:09:11,2,
COMPTOIR DE L AIL,69 Rue Marcel Merieux,69960,CORBAS,44209549300049,0.9761584401130676,JABRI,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 08:38:42,3,
COMPTOIR DE L AIL,69 Rue Marcel Merieux,69960,CORBAS,89067198500012,0.9748705625534058,4CFJ,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2025-02-17 02:14:21,4,
COMPTOIR DE L AIL,69 Rue Marcel Merieux,69960,CORBAS,77983234400088,0.9728108048439026,SOLY IMPORT,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 15:57:53,5,
CORALLIS,6 Rue du Dauphiné,69960,CORBAS,42152046100367,0.950207531452179,CORALLIS FORMATION PROFESSIONNELLE,6 RUE DU DAUPHINE,CORBAS,69960,69273,OUVERT,2025-01-16 03:15:48,1,
CORALLIS,6 Rue du Dauphiné,69960,CORBAS,32345901600032,0.868463397026062,MERMET R CORBAS,6 RUE DU DAUPHINE,CORBAS,69960,69273,FERME,2024-03-30 10:48:45,2,
CORALLIS,6 Rue du Dauphiné,69960,CORBAS,60612032700030,0.8308210372924805,ROBERT MERMET,6 RUE DU DAUPHINE,CORBAS,69960,69273,OUVERT,2024-03-30 14:04:14,3,
CORALLIS,6 Rue du Dauphiné,69960,CORBAS,39937378600132,0.7723388075828552,AGROLOGIS,6 RUE DU DAUPHINE,CORBAS,69960,69273,OUVERT,2024-03-30 15:31:30,4,
CORALLIS,6 Rue du Dauphiné,69960,CORBAS,44107723700028,0.6461160182952881,GEMLOG (GPT EMPLOYEURS LOGISTIQUE ),6 RUE DU DAUPHINE,CORBAS,69960,69273,OUVERT,2024-03-30 01:55:26,5,
CORBAS - ALLENDE,38 avenue Salvador Allende,69960,CORBAS,21690273400013,0.800351619720459,MAIRIE,PL CHARLES JOCTEUR,CORBAS,69960,69273,OUVERT,2024-03-30 03:33:42,1,
CORBAS - ALLENDE,38 avenue Salvador Allende,69960,CORBAS,22690001701186,0.795743465423584,MDR MEDICO SOCIAL,38 AVENUE SALVADOR ALLENDE,CORBAS,69960,69273,OUVERT,2025-02-14 02:27:39,2,
CORBAS - ALLENDE,38 avenue Salvador Allende,69960,CORBAS,30678258200028,0.6816459894180298,ALLEMAND ET DE LAVIE,24 AV SALVADOR ALLENDE,CORBAS,69960,69273,FERME,2024-03-22 15:40:57,3,
CORBAS - ALLENDE,38 avenue Salvador Allende,69960,CORBAS,91047578900020,0.5953892469406128,BIEN BOIRE A CORBAS,8 RUE DES ROSES,CORBAS,69960,69273,OUVERT,2024-03-30 14:55:41,4,
CORBAS - ALLENDE,38 avenue Salvador Allende,69960,CORBAS,39388610600011,0.5353937149047852,AGRO CORBAS SERVICES,4 RUE DU MONT BLANC,CORBAS,69960,69273,FERME,2024-03-22 15:40:57,5,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,19692898000016,0.9993836879730225,CLG,CHEMIN DES ROMANETTES,CORBAS,69960,69273,OUVERT,2025-01-31 02:24:40,1,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,19692898000016,0.9993836879730225,CLG,CHEMIN DES ROMANETTES,CORBAS,69960,69273,OUVERT,2025-01-31 02:24:40,1,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,32099119300014,0.9686691761016846,ASS SPORTIVE COLLEGE RENE CASSIN,CHEMIN DES ROMANETTES,CORBAS,69960,69273,OUVERT,2024-03-30 04:44:56,2,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,32099119300014,0.9686691761016846,ASS SPORTIVE COLLEGE RENE CASSIN,CHEMIN DES ROMANETTES,CORBAS,69960,69273,OUVERT,2024-03-30 04:44:56,2,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,48392159900013,0.9281570315361023,16 R DU COLLEGE,19 ROUTE DE SAINT SYMPHORIEN D'OZON,CORBAS,69960,69273,OUVERT,2024-03-30 05:32:53,3,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,48392159900013,0.9281570315361023,16 R DU COLLEGE,19 ROUTE DE SAINT SYMPHORIEN D'OZON,CORBAS,69960,69273,OUVERT,2024-03-30 05:32:53,3,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,32099120100015,0.8826672434806824,FOYER SOCIO EDUCATIF DU COLLEGE RENE CASSIN,CHEMIN DES ROMANETTES,CORBAS,69960,69273,OUVERT,2025-01-20 02:49:40,4,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,32099120100015,0.8826672434806824,FOYER SOCIO EDUCATIF DU COLLEGE RENE CASSIN,CHEMIN DES ROMANETTES,CORBAS,69960,69273,OUVERT,2025-01-20 02:49:40,4,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,51266043200018,0.38920608162879944,QUIBLIER DEVELOPPEMENT,19 RUE DU VERCORS,CORBAS,69960,69273,FERME,2024-03-22 15:40:57,5,
CORBAS - COLLEGE CASSIN,chemin des Romanettes,69960,CORBAS,51266043200018,0.38920608162879944,QUIBLIER DEVELOPPEMENT,19 RUE DU VERCORS,CORBAS,69960,69273,FERME,2024-03-22 15:40:57,5,
CORETEC CONCEPTION REALISAT,64 Avenue des Bruyères,69150,DECINES-CHARPIEU,41940199700038,0.9994169473648071,CORETEC,64 AVENUE DES BRUYERES,DECINES-CHARPIEU,69150,69275,OUVERT,2025-07-16 16:36:54,1,
CORETEC CONCEPTION REALISAT,64 Avenue des Bruyères,69150,DECINES-CHARPIEU,41940199700046,0.9935358762741089,CORETEC,47 AVENUE DES BRUYERES,DECINES-CHARPIEU,69150,69275,OUVERT,2025-04-06 02:05:58,2,
CORETEC CONCEPTION REALISAT,64 Avenue des Bruyères,69150,DECINES-CHARPIEU,39479066100018,0.9585850834846497,PUBLI CONCEPT COMMUNICATION GRAPHIQUE,54 RUE RASPAIL,DECINES-CHARPIEU,69150,69275,OUVERT,2025-01-30 02:41:23,3,
CORETEC CONCEPTION REALISAT,64 Avenue des Bruyères,69150,DECINES-CHARPIEU,83057263200016,0.9188944101333618,INOVIA CONCEPT,42 RUE VAUCANSON,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 01:35:22,4,
CORETEC CONCEPTION REALISAT,64 Avenue des Bruyères,69150,DECINES-CHARPIEU,82148118100021,0.8527899980545044,PAYSAGE CONCEPT,34 RUE FRANCISCO FERRER,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 03:55:12,5,
COTE FRAIS DISTRIBUTION,17 Rue Du Vercors,69960,CORBAS,79143049900032,0.9997391104698181,COTE FRAIS DISTRIBUTION LYON,17 RUE DU VERCORS,CORBAS,69960,69273,OUVERT,2025-01-15 03:20:47,1,
COTE FRAIS DISTRIBUTION,17 Rue Du Vercors,69960,CORBAS,49246772500056,0.9993751645088196,COTE FRAIS DISTRIBUTION,17 RUE DU VERCORS,CORBAS,69960,69273,OUVERT,2024-03-30 12:16:15,2,
COTE FRAIS DISTRIBUTION,17 Rue Du Vercors,69960,CORBAS,79367339300013,0.9931981563568115,COLIS FRAIS,17 RUE DU VERCORS,CORBAS,69960,69273,FERME,2024-03-22 15:40:57,3,
COTE FRAIS DISTRIBUTION,17 Rue Du Vercors,69960,CORBAS,97951603600030,0.9922153353691101,FRESH DISTRIBUTION,17 RUE DU VERCORS,CORBAS,69960,69273,OUVERT,2025-10-23 12:56:40,4,
COTE FRAIS DISTRIBUTION,17 Rue Du Vercors,69960,CORBAS,38760403600013,0.9392102360725403,DU CHEMIN DE LA COTE,11 RUE FREDERIC CHOPIN,CORBAS,69960,69273,OUVERT,2024-03-30 14:46:24,5,
COULEUR PRIMEUR,69 Rue Marcel Merieux,69960,CORBAS,42037022300034,0.9993863105773926,COULEURS PRIMEURS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 11:45:52,1,
COULEUR PRIMEUR,69 Rue Marcel Merieux,69960,CORBAS,50062848200027,0.9942817687988281,MARCHE DE CORBAS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-07-16 14:26:28,2,
COULEUR PRIMEUR,69 Rue Marcel Merieux,69960,CORBAS,97250554900022,0.9931818842887878,MILAN PRIMEURS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2024-03-30 09:57:35,3,
COULEUR PRIMEUR,69 Rue Marcel Merieux,69960,CORBAS,78015368000076,0.9928230047225952,VINDRY,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,OUVERT,2025-01-19 03:16:01,4,
COULEUR PRIMEUR,69 Rue Marcel Merieux,69960,CORBAS,32876129100025,0.9912652373313904,EKVAL PRIMEURS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,FERME,2024-03-22 15:40:57,5,
DAD,7 Avenue de Montmartin,69960,CORBAS,89766474400025,0.9989734888076782,DAD,7 AVENUE DE MONTMARTIN,CORBAS,69960,69273,OUVERT,2024-03-30 10:22:57,1,
DAD,7 Avenue de Montmartin,69960,CORBAS,89766474400017,0.9889165163040161,DAD,RUE DE LA CHARTREUSE,CORBAS,69960,69273,FERME,2025-01-27 03:09:26,2,
DAD,7 Avenue de Montmartin,69960,CORBAS,51359179200058,0.9553013443946838,MY INVEST CONSULTING,7 AVENUE DE MONTMARTIN,CORBAS,69960,69273,OUVERT,2024-08-02 15:30:47,3,
DAD,7 Avenue de Montmartin,69960,CORBAS,52224113200037,0.9528307914733887,DENERGIE,7 AVENUE DE MONTMARTIN,CORBAS,69960,69273,OUVERT,2025-02-15 02:18:52,4,
DAD,7 Avenue de Montmartin,69960,CORBAS,87910748000037,0.9328746795654297,RY2C,7 AVENUE DE MONTMARTIN,CORBAS,69960,69273,OUVERT,2024-08-05 13:50:06,5,
DASIR (Dépot Auto Sport Industrie Rhodanien),5 Rue de Catalogne,69150,DECINES CHARPIEU,30327422900051,0.9997352957725525,DASIR,5 RUE DE CATALOGNE,DECINES-CHARPIEU,69150,69275,OUVERT,2025-01-15 03:08:54,1,
DASIR (Dépot Auto Sport Industrie Rhodanien),5 Rue de Catalogne,69150,DECINES CHARPIEU,30327422900077,0.9466373324394226,DASIR,85 RUE ELISEE RECLUS,DECINES-CHARPIEU,69150,69275,OUVERT,2025-01-17 02:12:09,2,
DASIR (Dépot Auto Sport Industrie Rhodanien),5 Rue de Catalogne,69150,DECINES CHARPIEU,30327422900085,0.9342424869537354,DASIR,91 AVENUE FRANKLIN ROOSEVELT,DECINES-CHARPIEU,69150,69275,OUVERT,2024-10-05 05:23:35,3,
DASIR (Dépot Auto Sport Industrie Rhodanien),5 Rue de Catalogne,69150,DECINES CHARPIEU,30327422900044,0.9342424869537354,DASIR,91 AVENUE FRANKLIN ROOSEVELT,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 11:17:06,4,
DASIR (Dépot Auto Sport Industrie Rhodanien),5 Rue de Catalogne,69150,DECINES CHARPIEU,30327422900036,0.9312559366226196,DASIR,171 AVENUE FRANKLIN ROOSEVELT,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 11:17:03,5,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES CHARPIEU,19691495600012,0.9996604919433594,CLG,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 10:56:10,1,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES-CHARPIEU,19691495600012,0.9996604919433594,CLG,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 10:56:10,1,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES CHARPIEU,32368680800011,0.9911763668060303,CONSEIL PARENTS ELEVES DU COLLEGE BASTIE,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 17:28:19,2,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES-CHARPIEU,32368680800011,0.9911763668060303,CONSEIL PARENTS ELEVES DU COLLEGE BASTIE,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 17:28:19,2,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES CHARPIEU,53239583700018,0.9668074250221252,FOYER SOCIO EDUCATIF DU COLLEGE GEORGES BRASSENS,17 AVENUE SALVADOR ALLENDE,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 11:10:36,3,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES-CHARPIEU,53239583700018,0.9668074250221252,FOYER SOCIO EDUCATIF DU COLLEGE GEORGES BRASSENS,17 AVENUE SALVADOR ALLENDE,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 11:10:36,3,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES CHARPIEU,19692157100010,0.9514957070350647,CLG,50 RUE SULLY,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-05 02:08:10,4,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES-CHARPIEU,19692157100010,0.9514957070350647,CLG,50 RUE SULLY,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-05 02:08:10,4,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES CHARPIEU,50898280800018,0.9348527789115906,ASSOCIATION SPORTIVE DU COLLEGE MARYSE BASTIE,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-02 02:21:24,5,
DECINES - COLLEGE BASTIE,107-115 rue Emile Zola,69150,DECINES-CHARPIEU,50898280800018,0.9348527789115906,ASSOCIATION SPORTIVE DU COLLEGE MARYSE BASTIE,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-02 02:21:24,5,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES CHARPIEU,19692157100010,0.9963322281837463,CLG,50 RUE SULLY,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-05 02:08:10,1,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES-CHARPIEU,19692157100010,0.9963322281837463,CLG,50 RUE SULLY,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-05 02:08:10,1,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES CHARPIEU,53239583700018,0.9885128736495972,FOYER SOCIO EDUCATIF DU COLLEGE GEORGES BRASSENS,17 AVENUE SALVADOR ALLENDE,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 11:10:36,2,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES-CHARPIEU,53239583700018,0.9885128736495972,FOYER SOCIO EDUCATIF DU COLLEGE GEORGES BRASSENS,17 AVENUE SALVADOR ALLENDE,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 11:10:36,2,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES CHARPIEU,53300386900013,0.9811413288116455,ASSOCIATION SPORTIVE DU COLLEGE GEORGES BRASSENS,50 RUE SULLY,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 09:53:47,3,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES-CHARPIEU,53300386900013,0.9811413288116455,ASSOCIATION SPORTIVE DU COLLEGE GEORGES BRASSENS,50 RUE SULLY,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 09:53:47,3,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES CHARPIEU,19691495600012,0.9494026899337769,CLG,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 10:56:10,4,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES-CHARPIEU,19691495600012,0.9494026899337769,CLG,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2024-03-30 10:56:10,4,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES CHARPIEU,50898280800018,0.8971801996231079,ASSOCIATION SPORTIVE DU COLLEGE MARYSE BASTIE,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-02 02:21:24,5,
DECINES - COLLEGE BRASSENS,17 AVENUE SALVADOR ALLENDE,69150,DECINES-CHARPIEU,50898280800018,0.8971801996231079,ASSOCIATION SPORTIVE DU COLLEGE MARYSE BASTIE,107 RUE EMILE ZOLA,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-02 02:21:24,5,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES CHARPIEU,91389226100011,0.9538721442222595,K ASM,5 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-16 02:27:53,1,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES-CHARPIEU,91389226100011,0.9538721442222595,K ASM,5 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,OUVERT,2025-02-16 02:27:53,1,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES CHARPIEU,39254982000067,0.9055991768836975,TOP DUO,5 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 16:35:30,2,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES-CHARPIEU,39254982000067,0.9055991768836975,TOP DUO,5 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 16:35:30,2,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES CHARPIEU,42153716800013,0.787245512008667,ESPACE SERVICE RAPIDE,5 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 12:26:23,3,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES-CHARPIEU,42153716800013,0.787245512008667,ESPACE SERVICE RAPIDE,5 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,FERME,2024-03-30 12:26:23,3,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES CHARPIEU,43404822900042,0.7492697834968567,AU RYTHME DES QUATRE SAISONS,5 PL FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,FERME,2024-03-22 15:40:57,4,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES-CHARPIEU,43404822900042,0.7492697834968567,AU RYTHME DES QUATRE SAISONS,5 PL FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,FERME,2024-03-22 15:40:57,4,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES CHARPIEU,49303863200029,0.7255867123603821,MACONNERIE RODRIGUES,4 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,OUVERT,2025-01-24 02:20:05,5,
DECINES - MITTERAND,5 place François Mitterrand,69150,DECINES-CHARPIEU,49303863200029,0.7255867123603821,MACONNERIE RODRIGUES,4 PLACE FRANCOIS MITTERRAND,DECINES-CHARPIEU,69150,69275,OUVERT,2025-01-24 02:20:05,5,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,31874347300163,0.9996102452278137,DSL,29 ROUTE DE LYON,CORBAS,69960,69273,OUVERT,2025-01-28 03:09:09,1,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,31874347300163,0.9996102452278137,DSL,29 ROUTE DE LYON,CORBAS,69960,69273,OUVERT,2025-01-28 03:09:09,1,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,31874347300056,0.9995372295379639,DSL,RUE DE SAVOIE,CORBAS,69960,69273,OUVERT,2025-01-29 02:27:08,2,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,31874347300056,0.9995372295379639,DSL,RUE DE SAVOIE,CORBAS,69960,69273,OUVERT,2025-01-29 02:27:08,2,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,83131613800021,0.9967600703239441,DELTA SERVICE GROUP,RUE DE SAVOIE,CORBAS,69960,69273,OUVERT,2025-01-18 03:28:00,3,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,83131613800021,0.9967600703239441,DELTA SERVICE GROUP,RUE DE SAVOIE,CORBAS,69960,69273,OUVERT,2025-01-18 03:28:00,3,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,89207929400013,0.9882810711860657,DELTA MANAGERS,RUE DE SAVOIE,CORBAS,69960,69273,OUVERT,2025-02-11 02:16:34,4,
DELTA SERVICE LOCATION,29 Route de Lyon,69960,CORBAS,89207929400013,0.9882810711860657,DELTA MANAGERS,RUE DE SAVOIE,CORBAS,69960,69273,OUVERT,2025-02-11 02:16:34,4,
