crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type
TORNOS SA;74800;74250;FR027370;ST PIERRE EN FAUCIGNY;44906869100020;275 Rue du Rhone;ST PIERRE EN FAUCIGNY;74250;74800;A;insee
SOCIETE FIDUCIAIRE REGIONALE;74800;74224;FR027925;LA ROCHE SUR FORON;30185670400020;173 Rue Ingénieur Sansoube;LA ROCHE SUR FORON;74224;74800;A;insee
BOLLORE LOGISTICS POISY;74330;74213;FR031956;POISY;55208853601741;55 Rue de l’Artisanat;POISY;74213;74330;A;insee
Souriau S.A.S;74300;74081;FR032612;CLUSES;71205236400023;11 rue du Docteur Gallet;CLUSES;74081;74300;F;insee
Les Nouveaux Constructeurs;74960;74010;FR032943;ANNECY;32535607900039;11 route de la Salle;ANNECY;74010;74000;A;insee
SCHINDLER ANNEMASSE;74100;74012;FR021191;ANNEMASSE;38371167800904;16 RUE GERMAIN SOMMEILLER;ANNEMASSE;74012;74100;A;insee
SCHINDLER CHAVANOD;74650;74067;FR022831;CHAVANOD;38371167800912;53 Rue Adrastée;CHAVANOD;74067;74650;A;insee
SCHINDLER THYEZ;74300;74081;FR022919;THYEZ;38371167801373;38 PROMENADE DE LARVE;THYEZ;74081;74300;F;cp_only
CLUB MED SAMOENS;74340;74258;FR026769;SAMOENS;57218568401657;3868 ROUTE DU PLATEAU DE SAIX (GRAND MASSIF);SAMOENS;74258;74340;A;insee
SGL CARBON SA;74190;74208;FR029689;PASSY;38970414900027;131 Place Aristide Berges;PASSY;74208;74190;A;insee
Siegwerk France S.A.S - Vétraz-Monthoux;74100;74298;FR039470;VETRAZ MONTHOUX;79608085100010;13 Route de Taninges;VETRAZ MONTHOUX;74298;74100;A;insee
Siegwerk France S.A.S - Etaux;74800;74116;FR039314;ETAUX;39433691100075;341 Rue de l'Industrie;ETAUX;74116;74800;A;insee
FONDATION COGNACQ JAY;74560;74185;FR029800;MONNETIER MORNEX;77565761200104;94 Impasse du Pas de l’Échelle;MONNETIER MORNEX;74185;74560;A;insee
MARCEL&FILS Annemasse;74100;74012;FR037901;ANNEMASSE;50880130500568;5 Rue des Esserts;ANNEMASSE;74012;74100;A;insee
MARCEL&FILS Neydens;74160;74201;FR037902;NEYDENS;50880130500576;97 Rue du Jura;NEYDENS;74201;74160;A;insee
TECHNICS D'AGENCEMENT;74330;74213;FR039425;POISY;34377845200056;800 route d’Annecy;POISY;74213;74330;A;insee
SODIFAV;74210;74123;AC008671;FAVERGES;34167977700019;Zone Artisanale des Boucheroz;FAVERGES;74123;74210;A;insee
DB ALLINGES;74200;74005;AC008906;Allinges;52388093800023;157 Rte des Blaves;Allinges;74005;74200;A;insee
DORINE;74520;74314;AC008941;Vulbens;41924222700017;50 Che des Grands Chavannoux;Vulbens;74314;74520;A;insee
INTER'FACE;74370;74282;AC015117;ST MARTIN BELLEVUE;82471993400039;2 route de la Touffière;ST MARTIN BELLEVUE;74282;74370;A;cp_only
GROUPE MG MONT BLANC CLUSES;74300;74081;FR018049;CLUSES;34178348800016;4 pl des allobroges;CLUSES;74081;74300;F;insee
GROUPE MG THONES;74230;74280;FR018057;THONES;40920575400024;29 PLACE AVET;THONES;74280;74230;A;insee
GROUPE MG CHAVANOD;74650;74067;FR018051;CHAVANOD;30614192000026;15 rue Vega;CHAVANOD;74067;74650;A;insee
GROUPE MG GRAND MASSIF;74440;74276;FR018045;TANINGES;31249346300052;104 imp des comptes;TANINGES;74276;74440;A;insee
CLINIQUE VETE DES HUTINS;74160;74243;FR023837;ST JULIEN EN GENEVOIS;50237563700027;7 Av Napoleon III;ST JULIEN EN GENEVOIS;74243;74160;F;insee
REFRESCO Fruit;74800;74224;FR024622;LA ROCHE SUR FORON;88202829300042;Z.I. Les Afforêts RUE INGENIEUR SANSOUBE;LA ROCHE SUR FORON;74224;74800;A;insee
CNAM - CP ANNECY;74000;74010;FR028087;ANNECY;77653156800025;2 Rue Robert Schuman;ANNECY;74010;74000;A;insee
HOTEL LE FER A CHEVAL;74120;74173;FR034914;Megève;34940492100018;36 Route du crêt;Megève;74173;74120;A;insee
VOYAGES GRILLET;74150;74225;AC013007;RUMILLY;33031855100026;122, Rte d?Aix les Bains;RUMILLY;74225;74150;A;insee
PHARMACIE BASTIEN;74540;74002;AC013292;ALBY SUR CHERAN;53149274200014;8, Allée de la Combe;ALBY SUR CHERAN;74002;74540;A;insee
JUKO EXPRESS;74580;74309;AC013301;VIRY;80247210000030;209, R des Entrepreneurs;VIRY;74309;74580;A;insee
MAISON FAMILIALE RURALE EDUC ORIENTATION;74350;74096;AC015447;CRUSEILLES;33453366800011;826, Route des Dronières;CRUSEILLES;74096;74350;A;insee
STONE CONCEPT;74540;74233;AC015745;ST FELIX;48246920200048;300 Rue du Mont Blanc;ST FELIX;74233;74540;A;insee
BUTTE-MANUTENTION;74370;74303;AC015793;VILLAZ;88338734200024;384 Route des Grands Bois;VILLAZ;74303;74370;A;insee
SELARL DE LA CLINIQUE VETERINAIRE DE LA VERSOIE;74200;74281;FR039654;Thonon-les-Bains;51133887300025;1 Chemin des Moulins de la Versoie;Thonon-les-Bains;74281;74200;A;insee
PCMACWEB;74200;74281;FR024647;THONON LES BAINS;78962499600011;10 rue jean blanchar;THONON LES BAINS;74281;74200;A;insee
MANAVA SAS - HOTEL COMTE ROUGE;74200;74281;AC012804;Thonon-les-Bains;82189598400010;10 Bd du Canal;Thonon-les-Bains;74281;74200;A;insee
AFB France;74600;74010;FR026803;ANNECY;53992624600031;4 Rte de Nanfray;ANNECY;74010;74000;A;insee
MAIRIE DE LA TOUR;74250;74284;AC013065;LA TOUR;21740284100019;66 ROUTE DE LA PLAINE;LA TOUR;74284;74250;A;insee
CPC Léman;74500;74119;FR028351;Évian-les-Bains;35211019100025;8 Avenue des Bocquies;Évian-les-Bains;74119;74500;A;insee
ENTREPRISE REVUZ;74250;74284;AC015943;LA TOUR;60652049200020;433 Route de Taney;LA TOUR;74284;74250;F;insee
Pascal Martin;74500;74172;FR032209;Maxilly-sur-Léman;39341438800040;848 Route de thollon;Maxilly-sur-Léman;74172;74500;A;insee
FIDEXPERT CONSEILS;74600;74010;FR033492;ANNECY;52757001400037;81 rue des carts;ANNECY;74010;74000;A;insee
COMMUNE DE THUSY (MAIRIE);74150;74283;AC018269;Thusy;21740283300016;5000f Place du Tilleul;Thusy;74283;74150;A;insee
POLTRONESOFA FRANCE;74200;74013;AC018489;Anthy-sur-Léman;42203690501010;2 Avenue pré robert nord;Anthy-sur-Léman;74013;74200;A;insee
ASSOCIATION DE GESTION DE LA MARPA LES AMARENTHES;74800;74007;AC018544;AMANCY;88023788800016;20 IMPASSE DES AMARENTHES,;AMANCY;74007;74800;A;insee
TERNELIA ENTRE LITTORAL ET MONTAGNES;74410;74242;FR036066;SAINT-JORIOZ;51932740700028;209 Impasse des Champs Fleuris;SAINT-JORIOZ;74242;74410;A;insee
Ternelia Les Grands Massifs;74300;74014;FR035946;Arâches-la-Frasse;32282895500011;123 Route des servages;Arâches-la-Frasse;74014;74300;A;insee
CAVE MARIE-JEANNE;74930;74211;AC019420;PERS JUSSY;33458172500010;19 ROUTE DE REIGNIER;PERS JUSSY;74211;74930;A;insee
ALPES CN SPINEART;74930;74220;;Reignier-Ésery;45156845500047;356 Rue de La Tour;Reignier-Ésery;74220;74930;A;insee
SFR DISTRIBUTION CLUSES;74300;74081;FR016164;CLUSES;41035886507372;14 Grand rue;CLUSES;74081;74300;A;insee
SCHMOLZ + BICKENBACH FRANCE;74300;74081;FR016346;CLUSES;39227252200054;6 rue du Dr Gallet;CLUSES;74081;74300;A;insee
GARE SNCF ANNEMASSE;74100;74012;FR016676;ANNEMASSE;41228073715953;Rue de la rotonde;ANNEMASSE;74012;74100;A;insee
OERLIKON BALZERS CLUSES;74300;74081;FR018204;CLUSES;67980493000130;165 Rue des Prés;CLUSES;74081;74300;A;insee
GRILLAT DEGERINE;74890;74043;FR022697;BONS EN CHABLAIS;32612715600015;84 AVENUE DU LEMAN;BONS EN CHABLAIS;74043;74890;F;insee
NTN-SNR - XPO_Marigny;74150;74165;FR023007;MARIGNY ST MARCEL;33258899500370;55 RUE DES GRIVES;MARIGNY ST MARCEL;74165;74150;A;insee
SCHMIDHAUSER;74150;74170;FR023665;MASSINGY;39024187500033;626 ROUTE DE RUMILLY;MASSINGY;74170;74150;F;insee
COMPAGNIE GENERALE VINCENT;74540;74002;FR024057;ALBY SUR CHERAN;32702014500022;BP 23 ZI DE MOUTTI OUEST;ALBY SUR CHERAN;74002;74540;A;insee
FIRALP SCIONZIER;74950;74264;FR024155;SCIONZIER;70378024700127;2 Avenued de la Colombiere;SCIONZIER;74264;74950;A;insee
COMMUNE DE DINGY SAINT CLAIR MAIRIE;74230;74102;FR026551;DINGY ST CLAIR;21740102500010;55 PL DE L'EGLISE;DINGY ST CLAIR;74102;74230;A;insee
SATEM-SEREM;74500;74279;FR026691;THOLLON LES MEMISES;34925360900011;70 IMPASSE DU SCHUSS;THOLLON LES MEMISES;74279;74500;A;insee
NEO SAS DOUSSARD;74210;74104;FR026697;DOUSSARD;50929454200014;9012 CHEMIN RURAL DIT DES VERNAYS  ZAC VERNAYS;DOUSSARD;74104;74210;A;insee
CC DU HAUT-CHABLAIS;74430;74034;FR026835;LE BIOT;24740068200016;18 Route de l?Eglise;LE BIOT;74034;74430;F;insee
NORAUTO FRANCE SCIONZIER;74950;74264;FR026926;SCIONZIER;82915929200012;773 AVENUE DES LACS;SCIONZIER;74264;74950;A;insee
MAIRIE ARACHES;74300;74014;FR027066;ARACHES;21740014200014;64 ROUTE DE FREVUARD;ARACHES;74014;74300;A;insee
HOPITAL DE RUMILLY;74150;74225;FR027500;RUMILLY;26740009100091;1 RUE DE LA FORET;RUMILLY;74225;74150;A;insee
TAXICOLIS SAS;74800;74250;FR027558;ST PIERRE EN FAUCIGNY;33190139700504;370 AVENUE DES JOURDIES;ST PIERRE EN FAUCIGNY;74250;74800;A;insee
NICOLAS ELECTRO BOBINAGE;74460;74169;FR027774;MARNAZ;49765928400010;Rue du Clos de l'Ouche;MARNAZ;74169;74460;A;insee
VOYAGES GAL;74930;74211;FR027828;PERS JUSSY;40258297700029;45 IMPASSE DES CONTAMINES;PERS JUSSY;74211;74930;A;insee
DOMITYS RUMILLY;74150;74225;FR028193;RUMILLY;53770502200029;4 PLACE DE LA MANUFACTURE;RUMILLY;74225;74150;A;insee
SR CONSEIL FAVERGES;74210;74123;FR028575;FAVERGES;74712059000332;410 ROUTE DE THONES;FAVERGES;74123;74210;A;insee
CENTRE LOGISTIQUE NTN SNR ANNECY;74000;74010;FR028595;ANNECY;32582107200015;CHEMIN DE L ENVOIRE;ANNECY;74010;74000;A;insee
GROUPE ADEQUAT LA ROCHE SUR FORON;74800;74224;FR028882;LA ROCHE SUR FORON;84865233500011;73 Avenue Charles de Gaulle;LA ROCHE SUR FORON;74224;74800;A;insee
CHANT SUR LAC M1 - LAAH7GRK;74140;74070;FR029031;CHENS SUR LEMAN;43522122100011;37 CHEMIN SOUS CUSY;CHENS SUR LEMAN;74070;74140;A;insee
SCI JOLI CHAMP;74140;74070;FR029022;CHENS SUR LEMAN;80983104300017;583 CHEMIN SOUS CUSY;CHENS SUR LEMAN;74070;74140;A;insee
JOLI LAC;74140;74070;FR029020;CHENS SUR LEMAN;80787477100015;527 CHEMIN SOUS CUSY;CHENS SUR LEMAN;74070;74140;A;insee
ADIMC 74 - F.A.M. L'Hérydan;74540;74142;FR029043;Hery sur Alby;79108903000013;300 Rte des Combes;Hery sur Alby;74142;74540;A;insee
SOC INTERV MAINT APPAR THERMIQUES;74350;74006;FR029337;ALLONZIER LA CAILLE;31497526900080;450 AVENUE DES MARAIS;ALLONZIER LA CAILLE;74006;74350;A;insee
ENTREPRISE GREGGIO SA;74800;74224;FR029418;LA ROCHE SUR FORON;60581710500030;43 RUE INGENIEUR SANSOUBE;LA ROCHE SUR FORON;74224;74800;A;insee
BOUVERAT INDUSTRIES MARNAZ;74460;74169;FR029503;MARNAZ;38533179800020;99 RUE DES CHARMILLES ZI LECHERES;MARNAZ;74169;74460;A;insee
SR CONSEIL MARNAZ;74460;74169;FR029690;MARNAZ;74712059000449;837 AVENUE DES AMARANCHES;MARNAZ;74169;74460;F;insee
DGFIP - Centre des finances publiques Rumilly;74150;74225;FR029706;RUMILLY;21740225400015;25 RUE CHARLES DE GAULLE;RUMILLY;74225;74150;A;insee
ACTALIA ETAUX;74800;74224;FR030112;ETAUX;32534654200096;419 ROUTE DES CHAMPS LAITIERS;ETAUX;74224;74800;A;cp_only
DIRECTION DES SERVICES ADMINISTRATIFS CE-SPFSTJULIEN-74-ID33095;74160;74243;FR030373;ST JULIEN EN GENEVOIS;21740243700016;15 ROUTE DE THAIRY;ST JULIEN EN GENEVOIS;74243;74160;A;insee
PAYSALP ECOMUSEE DE SAVOIE;74250;74311;FR030434;VIUZ EN SALLAZ;34035456200019;800 AVENUE DE SAVOIE;VIUZ EN SALLAZ;74311;74250;A;insee
PROFALUX INDUSTRIE;74300;74278;FR031408;THYEZ;41014117000010;377 Rue des cyprès;THYEZ;74278;74300;A;insee
IN EXTENSO OPERATIONNEL;74220;74080;FR031963;LA CLUSAZ;60662014400042;1112 Route de l'etale;LA CLUSAZ;74080;74220;A;insee
FRANCE FRAIS PERS JUSSY - FROMAGERIE EDOUARD CONUS;74930;74211;FR032053;PERS JUSSY;79598033300020;ROUTE DE REIGNIER;PERS JUSSY;74211;74930;A;insee
GROUPE LALLIARD;74800;74250;FR036322;SAINT-PIERRE-EN-FAUCIGNY;60572046500018;25 Place saint-maurice;SAINT-PIERRE-EN-FAUCIGNY;74250;74800;A;insee
DIMOTRANS;74300;74278;FR039465;THYEZ;38257702100159;800 Rue des marvays;THYEZ;74278;74300;F;insee
SIVU DE LA VALLEE D AULPS;74110;74114;FR040239;ESSERT ROMAND;24740017900047;184 ALLEE DES COMMUNAILLES;ESSERT ROMAND;74114;74110;A;insee
EUREX;74950;74264;FR011158;SCIONZIER;35157681400021;520 AVENUE DES LACS;SCIONZIER;74264;74950;F;insee
PORALU BOIS ALTRIMA;74290;74003;FR018043;Alex;75350404200023;Route de Thones 100 Voie Communale N°7 Dite la Verrerie;Alex;74003;74290;A;insee
WORKS CENTER;74330;74213;AC007854;POISY;83301824500013;325 Route de Valparc;POISY;74213;74330;A;insee
EUREX - OPERATRIX (WEB OPERATOR);74330;74213;AC009287;POISY;80773923000025;325 Rte de Valparc;POISY;74213;74330;F;insee
EUREX - VULLIEZ & ASSOCIES THONON;74200;74281;AC009286;THONON LES BAINS;79708084300072;6 Av du General de Gaulle;THONON LES BAINS;74281;74200;A;insee
EUREX COGEFI LEMAN;74500;74218;AC009839;PUBLIER;50106690600014;1360 Avenue de la Rive;PUBLIER;74218;74500;A;insee
SUPRA FRANCE;74460;74169;FR023589;MARNAZ;95001119700023;705 Av du Mole;MARNAZ;74169;74460;A;insee
EUREX ANNEMASSE;74100;74145;AC010294;JUVIGNY;38747536100029;196 rue Georges Charpak;JUVIGNY;74145;74100;A;insee
EUREX Amancy;74800;74007;AC011979;AMANCY;80801677800033;Rte de Thonon;AMANCY;74007;74800;A;insee
SCCV PETAL;74100;74145;FR028316;JUVIGNY;81949058200023;196 rue Georges Charpak;JUVIGNY;74145;74100;F;insee
FROID & SERVICES GRAND-EST;74150;74225;FR028826;RUMILLY;31069197700014;7 Avenue des Alpes;RUMILLY;74225;74150;A;insee
EUREX RUMILLY;74150;74225;AC017065;RUMILLY;38527419600117;12 Rue de l'Annexion;RUMILLY;74225;74150;F;insee
Agence Syndic SA MONT BLANC;74600;74010;FR031205;ANNECY;31076481600073;29 Avenue de geneve (annecy);ANNECY;74010;74000;A;insee
RDT Ain;74220;74080;FR034419;LA CLUSAZ;75720046400167;75 Salon des dames;LA CLUSAZ;74080;74220;A;insee
Leman;74200;74281;;Thonon-les-Bains;85192569300018;21 Avenue de Sénévulaz;Thonon-les-Bains;74281;74200;A;insee
Leman;74200;74281;;Thonon-les-Bains;52504425100011;Chemin de Morcy;Thonon-les-Bains;74281;74200;F;insee
Leman habitat;74200;74281;;Thonon-les-Bains;27740002400034;32 Boulevard du Canal;Thonon-les-Bains;74281;74200;A;insee
KW Hauts Sommets;74160;74016;AC011518;ARCHAMPS;89060789800016;442 R Louis Rustin;ARCHAMPS;74016;74160;A;insee
NEXITY ANNECY;74000;74010;FR028309;ANNECY;48753009901701;1 Rue Jospeh Blanc;ANNECY;74010;74000;A;insee
BIOTECH DENTAL DIGITAL;74950;74264;FR015099;SCIONZIER;79775518800050;16 RUE DES HORLOGERS;SCIONZIER;74264;74950;A;insee
SALAISONS JACQUEMARDES;74250;74311;FR031461;VIUZ-EN-SALLAZ;34018839000041;539 Rue de l'industrie;VIUZ-EN-SALLAZ;74311;74250;F;insee
BLUM France SARL - RUMILLY;74150;74225;FR011674;RUMILLY;38284132800042;14 avenue du Trelod;RUMILLY;74225;74150;A;insee
O des aravis;74450;74239;FR012470;ST JEAN DE SIXT;80034229700010;Voie communale n°7 - Dite de Forgeassoud;ST JEAN DE SIXT;74239;74450;F;insee
MEDIPRO;74100;74012;FR012449;ANNEMASSE;80463869000029;15 rue Emile Zola;ANNEMASSE;74012;74100;A;insee
SAGETS;74260;74134;FR015823;GETS;37992602500014;Parking mairie;GETS;74134;74260;A;insee
JARDINS BLEUS;74330;74272;FR018570;SILLINGY;41991585500029;327 Route des Prés Rollier;SILLINGY;74272;74330;A;insee
SATP;74150;74225;AC006454;RUMILLY;48888878500026;7 Rue du Pecloz;RUMILLY;74225;74150;A;insee
JARDINERIE DELBARD;74300;74081;AC006455;CLUSES;38114365000012;220 Allée de la Maladière;CLUSES;74081;74300;F;insee
SCP BUCHET CUVEILLIER LECACHEUX;74330;74272;AC006600;SILLINGY;35022894600041;440 Route des Prés Rollier;SILLINGY;74272;74330;F;insee
SUNSET;74500;74218;AC006935;PUBLIER;34808133200036;475 Route de la Dranse;PUBLIER;74218;74500;A;insee
BEL ET MORAND;74200;74005;AC008178;Allinges;32351673200027;403 e Rue de la Gare;Allinges;74005;74200;A;insee
Commune de Valleiry (mairie);74520;74288;FR021816;VALLEIRY;21740288200013;2 rue de Bellegarde;VALLEIRY;74288;74520;A;insee
SAVOY PAYSAGE;74300;74278;AC009090;THYEZ;95001087600015;1140 AVENUE LOUIS COPPEL;THYEZ;74278;74300;A;insee
MARTIN SA;74200;74005;AC009108;Allinges;40136674500016;403 b R de la Gare;Allinges;74005;74200;A;insee
MACONNERIE PINTO;74150;74225;AC009137;RUMILLY;34048988900022;4 Imp des Lys;RUMILLY;74225;74150;A;insee
BARNOUD IMMOBILIER Evian;74500;74119;AC009235;EVIAN LES BAINS;39402232100027;1 avenue Jean Leger;EVIAN LES BAINS;74119;74500;F;insee
Barnoud Douvaine;74140;74105;AC009242;DOUVAINE;39402232100035;16 RTE DES ESSERTS;DOUVAINE;74105;74140;A;insee
Barnoud Thonon;74200;74281;AC009244;THONON LES BAINS;39402232100019;7 Avenue du General de Gaulle;THONON LES BAINS;74281;74200;A;insee
Mairie de Douvaine;74140;74105;FR022965;DOUVAINE;21740105800011;place de l'Hôtel de Ville;DOUVAINE;74105;74140;A;insee
COMMUNE DE VIRY;74580;74309;AC009499;VIRY;21740309600019;185 R des Entrepreneurs;VIRY;74309;74580;A;insee
AVRILLON EBENISTERIE AGENCEMENT;74330;74272;AC009856;SILLINGY;41444516300028;160 Rte des Pres Rollier;SILLINGY;74272;74330;A;insee
ETS LONG SA;74150;74165;AC010269;Marigny-Saint-Marcel;78008490100039;80 R du Loquois;Marigny-Saint-Marcel;74165;74150;A;insee
Commune de la Filière;74570;74282;FR024581;THORENS GLIERES;20006258600157;300 avenue des Fleuries;THORENS GLIERES;74282;74570;A;insee
PARKER HANNIFIN MANUFACTURING FRANCE SAS;74100;74305;FR024697;Ville-la-Grand;52339472400018;15 R des Buchillons;Ville-la-Grand;74305;74100;A;insee
 S.A.L.A.C. Kimberfeel;74370;74303;AC011275;VILLAZ;32562037500023;227 Rte des Grands Bois;VILLAZ;74303;74370;A;insee
GRANDCHAMP FRERES;74520;74314;AC011302;Vulbens;78803829700032;141 Che des Grands Chavannoux;Vulbens;74314;74520;A;insee
SARL BOMPAS;74330;74112;AC011310;Epagny Metz-Tessy;52422868100036;83 R des Roseaux;Epagny Metz-Tessy;74112;74330;A;insee
EURO NEGOCE - BJ SERVICES;74330;74272;FR024867;SILLINGY;79029494600013;180 Rte des Pres Rollier;SILLINGY;74272;74330;A;insee
IMPRIMERIE DUCRET;74150;74225;AC011365;RUMILLY;31513016100013;3 RUE ANDRE DE MONTFORT;RUMILLY;74225;74150;A;insee
CABINET B. FAUCHER;74150;74225;AC011321;RUMILLY;79875497400029;24 Av de l'Arcalod;RUMILLY;74225;74150;A;insee
PLASTIQUES DES NEIGES;74200;74005;AC011817;Allinges;44357696200023;403 c R de la Gare;Allinges;74005;74200;A;insee
EVEREST ECHAFFAUDAGE - MEYTHET;74600;74010;AC011932;ANNECY;49309588900058;21 Imp des Fusains;ANNECY;74010;74000;A;insee
ALCIA LABORATOIRE;74150;74225;AC012019;RUMILLY;40905812000018;1 CHEMIN DES BERGES ZAE RUMILLY SUD;RUMILLY;74225;74150;A;insee
SELARL BARNOUD - TROMBERT;74140;74105;AC012228;DOUVAINE;84977751100023;16 ROUTE DES ESSERTS;DOUVAINE;74105;74140;A;insee
 PAUL MAULET ET FILS;74800;74250;AC012204;SAINT-PIERRE-EN-FAUCIGNY;37964410700011;119 R des Artisans;SAINT-PIERRE-EN-FAUCIGNY;74250;74800;A;insee
MAIRIE D'ORCIER;74550;74206;AC012253;ORCIER;21740206400018;Place De La Mairie;ORCIER;74206;74550;A;insee
LAUDON AUTOMOBILES;74320;74267;AC012307;SEVRIER;84487088100019;295 Rte de Piron;SEVRIER;74267;74320;A;insee
ROCH MECANIQUE;74930;74220;AC012373;Reignier-Ésery;79658010800028;565 Rte de Findrol;Reignier-Ésery;74220;74930;A;insee
NOREXCO;74100;74305;FR026365;Ville-la-Grand;33533798600020;16 R des Chasseurs;Ville-la-Grand;74305;74100;A;insee
PUREFORM;74410;74242;AC012519;ST JORIOZ;41405445200035;44 ROUTE DES MARAIS;ST JORIOZ;74242;74410;F;insee
ETS CARTIER MARCEL;74300;74159;AC012619;Magland;31438855400011;211 Avenue du Val d'Arve;Magland;74159;74300;F;insee
SELARL BARNOUD TROMBERT;74200;74281;AC012789;Thonon-les-Bains;84977751100015;9 Av du General de Gaulle;Thonon-les-Bains;74281;74200;A;insee
HOTEL DES CORNETTES;74360;74058;FR027087;LA CHAPELLE D ABONDANCE;31465562200012;43 ROUTE DES FRASSES;LA CHAPELLE D ABONDANCE;74058;74360;A;insee
4'47;74210;74104;AC013024;DOUSSARD;83197838200024;Zae les Vernays;DOUSSARD;74104;74210;A;insee
ALLIANCE RHONE ALPES;74100;74305;AC013239;Ville-la-Grand;52885693300015;10 R de la Corne d’Abondance;Ville-la-Grand;74305;74100;A;insee
FONDEX CLUSES;74300;74081;AC013337;CLUSES;60562013700030;260 R Guillaume Fichet;CLUSES;74081;74300;A;insee
GARAGES POIDS LOURDS DESCOMBES;74300;74159;AC013338;Magland;84057365300010;538 R de l’Industrie;Magland;74159;74300;A;insee
ARMABAT ACIER;74600;74010;AC013462;ANNECY;75214986400015;2 R de la Digue (Cran-Gevrier);ANNECY;74010;74000;A;insee
BIOCOOP SCIONZIER;74950;74264;AC015047;SCIONZIER;84014766400014;55 avenue du stade;SCIONZIER;74264;74950;A;insee
STB Bois;74210;74135;AC015253;Giez;38329365100014;25 route du Pont Laffin;Giez;74135;74210;A;insee
CENTRE DE FORM METIERS DE LA MONTAGNE;74230;74280;AC015195;Thônes;32803724700017;1 Route de Tronchine;Thônes;74280;74230;A;insee
SCIERIE ANDRE;74210;74234;AC015859;Saint-Ferréol;43352391700022;527 Route du Rosay;Saint-Ferréol;74234;74210;A;insee
GROUPE MONDIAL TISSUS - Q232 - ANNEMASSE;74100;74305;AC016168;VILLE LA GRAND;41948793900292;16 RUE DE MONTREAL LA COMBETTE;VILLE LA GRAND;74305;74100;A;insee
GROUPE MONDIAL TISSUS - ANNECY Q231;74330;74272;AC016172;SILLINGY;41948793900284;130 ROUTE LES BROMINES;SILLINGY;74272;74330;A;insee
LOISIRALP;74200;74281;FR028881;Thonon-les-Bains;32580650300026;25 Rue de l'Europe;Thonon-les-Bains;74281;74200;A;insee
SELARL PUGET GROUX BURDIN;74930;74220;AC016186;Reignier-Ésery;52376750700016;27 Route de Cry;Reignier-Ésery;74220;74930;A;insee
SCM COTAGNE;74230;74280;FR028921;Thônes;79453892600013;18 Rue Louis Haase;Thônes;74280;74230;A;insee
B LOC 74;74150;74225;AC016542;RUMILLY;89178665900013;6 Rue de l’Artisanat;RUMILLY;74225;74150;F;insee
ARCTEC;74460;74169;AC016719;MARNAZ;44410089500036;144 Rue de l’Industrie;MARNAZ;74169;74460;A;insee
RODOLPHE MERLIN, JON ETCHARRY, NOTAIRES ASSOCIES;74350;74096;AC016814;CRUSEILLES;49961773600024;239 ROUTE DES DRONIERES;CRUSEILLES;74096;74350;A;insee
MAIRIE DE CRUSEILLES;74350;74096;FR029691;CRUSEILLES;21740096900010;35 place de la mairie;CRUSEILLES;74096;74350;A;insee
MESSAGERIES ANNEMASSIENNES;74100;74305;FR029735;VILLE LA GRAND;79618101400039;10 Rue des Chasseurs;VILLE LA GRAND;74305;74100;A;insee
POLE RESSOURCERIE DU CHABLAIS;74200;74013;AC017009;Anthy-sur-Léman;85331329400037;35 Route Impériale;Anthy-sur-Léman;74013;74200;A;insee
LEPP FAVERGES;74210;74123;FR029885;Faverges-Seythenex;77657480800023;?CHEMIN DES PRES D'ENFER;Faverges-Seythenex;74123;74210;A;insee
SPORTS CO 74;74800;74007;AC017083;AMANCY;79183278500038;582 Rue du Quarre;AMANCY;74007;74800;A;insee
METRAL PASSY;74950;74264;FR029915;SCIONZIER;60582062000017;114 Avenue du Mont Blanc;SCIONZIER;74264;74950;A;insee
MUDRY LOMBARD;74200;74163;FR029913;MARGENCEL;79588051700029;341 Route du Crêt Gojon;MARGENCEL;74163;74200;A;insee
BIKEBOTIX;74370;74303;AC017204;VILLAZ;84407799000019;294 Route des grands bois;VILLAZ;74303;74370;A;insee
GARAGE ROGER BLANC & FILS SARL;74200;74281;AC017590;Thonon-les-Bains;38450682000024;Chemin de la Ballastière;Thonon-les-Bains;74281;74200;A;insee
FERME DE GY;74210;74135;AC017685;Giez;52447996100012;307 Route du thovey;Giez;74135;74210;A;insee
ETS DENARIE MATERIAUX;74440;74276;AC017884;TANINGES;30396902600036;129 Rue des artisans;TANINGES;74276;74440;A;insee
